id,naslov,število epizod,sezona premiere,leto premiere,vir,dolzina epizode v minutah,ocena,člani,demografika,teme,žanri,studii
8285,Ai no Senshi Rainbowman,22,fall,1982,Other,25,6.22,1541,NG,['Mecha'],"['Action', 'Adventure', 'Sci-Fi']",['Tsuchida Productions']
7956,Cybot Robocchi,39,fall,1982,,24,5.93,692,NG,[],"['Comedy', 'Sci-Fi']",['Knack Productions']
21491,Ninjaman Ippei,13,fall,1982,Manga,25,5.95,526,NG,['School'],"['Action', 'Comedy', 'Slice of Life']",[]
929,Seisenshi Dunbine,49,winter,1983,Novel,24,7.03,14104,NG,"['Isekai', 'Mecha']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Sci-Fi']",['Sunrise']
2546,Alps Monogatari: Watashi no Annette,48,winter,1983,Book,25,6.76,4786,NG,['Historical'],"['Drama', 'Slice of Life']",['Nippon Animation']
2933,Mirai Keisatsu Urashiman,50,winter,1983,Manga,23,6.8,3178,NG,['Detective'],"['Action', 'Comedy', 'Sci-Fi']",['Tatsunoko Production']
6452,Akuu Daisakusen Srungle,53,winter,1983,Original,25,6.08,2107,NG,['Mecha'],"['Action', 'Sci-Fi']",[]
2582,Soukou Kihei Votoms,52,spring,1983,Original,25,7.67,25971,NG,"['Mecha', 'Military', 'Space']","['Action', 'Drama', 'Sci-Fi']",['Sunrise']
3272,Kinnikuman,137,spring,1983,Manga,24,7.22,13565,Shounen,['Combat Sports'],"['Comedy', 'Sports']",['Toei Animation']
3332,Stop!! Hibari-kun!,35,spring,1983,Manga,24,6.99,11562,Shounen,"['Crossdressing', 'Gag Humor', 'Organized Crime']",['Comedy'],['Toei Animation']
2542,Lady Georgie,45,spring,1983,Manga,24,7.17,11078,Shoujo,['Historical'],"['Drama', 'Romance']",['Tokyo Movie Shinsha']
2221,Aishite Knight,42,spring,1983,Manga,25,6.79,9248,Shoujo,"['Childcare', 'Music']","['Comedy', 'Romance']",['Toei Animation']
2231,Miyuki,37,spring,1983,Manga,25,6.6,4800,Shounen,['School'],['Romance'],['Kitty Film Mitaka Studio']
11595,Perman (1983),526,spring,1983,Manga,12,6.65,4493,Kids,"['School', 'Super Power']",['Comedy'],['Shin-Ei Animation']
3619,Nanako SOS,39,spring,1983,Manga,23,6.24,2842,NG,"['Parody', 'Super Power']","['Comedy', 'Romance']",['Kokusai Eigasha']
2612,Spoon Obasan,130,spring,1983,Novel,10,6.64,2693,Kids,[],[],['Pierrot']
5891,Kousoku Denjin Albegus,45,spring,1983,,24,6.74,2418,NG,['Mecha'],['Action'],['Toei Animation']
4244,Ginga Shippuu Sasuraiger,43,spring,1983,Original,25,6.45,1885,NG,['Mecha'],"['Action', 'Adventure']",[]
5344,Time Bokan Series: Itadakiman,20,spring,1983,Original,24,5.73,1448,NG,['Mecha'],[],['Tatsunoko Production']
3936,Personal Computer Travel Tanteidan,26,spring,1983,Original,24,6.0,1348,Kids,['Historical'],"['Adventure', 'Sci-Fi']",['Tatsunoko Production']
3436,Meme Iroiro Yume no Tabi,127,spring,1983,,25,6.66,1271,Kids,['Educational'],"['Adventure', 'Sci-Fi']",['Nippon Animation']
11245,Manga Nihonshi,52,spring,1983,,24,N/A,710,NG,['Historical'],[],[]
17687,Bemubemu Hunter Kotengu Tenmaru,19,spring,1983,,25,N/A,674,NG,[],"['Adventure', 'Fantasy']",['Toei Animation']
2043,Cat&#039;s Eye,73,summer,1983,Manga,25,7.2,22858,Shounen,[],"['Action', 'Adventure', 'Comedy', 'Mystery', 'Romance']",['Tokyo Movie Shinsha']
2044,Mahou no Tenshi Creamy Mami,52,summer,1983,Original,24,7.19,15612,NG,"['Idols (Female)', 'Mahou Shoujo', 'School']","['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",['Pierrot']
2089,Choujikuu Seiki Orguss,35,summer,1983,Original,25,6.45,7039,NG,['Mecha'],"['Action', 'Adventure', 'Romance', 'Sci-Fi']",[]
1873,Plawres Sanshirou,37,summer,1983,Manga,25,7.35,4342,Shounen,['School'],"['Action', 'Adventure', 'Sci-Fi']",['Kaname Productions']
6428,Psychoarmor Govarian,26,summer,1983,Original,24,6.05,1826,NG,"['Mecha', 'Super Power']","['Action', 'Sci-Fi']",['Knack Productions']
2116,Captain Tsubasa,128,fall,1983,Manga,24,7.34,87851,Shounen,['Team Sports'],['Sports'],['Tsuchida Productions']
2762,Igano Kabamaru,24,fall,1983,Manga,23,7.79,11572,Shoujo,['School'],"['Action', 'Adventure', 'Comedy', 'Romance']",['Group TAC']
3670,Kikou Souseiki Mospeada,25,fall,1983,Original,23,7.03,10082,NG,"['Mecha', 'Military']",['Action'],['Tatsunoko Production']
2987,Ginga Hyouryuu Vifam,46,fall,1983,Original,25,7.17,5196,NG,"['Mecha', 'Space']","['Action', 'Adventure', 'Sci-Fi']",['Sunrise']
2572,Fushigi no Kuni no Alice,24,fall,1983,Book,26,6.41,3639,Kids,"['Anthropomorphic', 'Isekai']","['Adventure', 'Fantasy']",['Nippon Animation']
5143,Tokusou Kihei Dorvack,36,fall,1983,Original,24,6.13,2023,NG,['Mecha'],"['Action', 'Sci-Fi']",['Ashi Productions']
2568,Kojika Monogatari,52,fall,1983,Novel,22,6.42,1344,NG,[],['Drama'],['Visual 80']
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,52,fall,1983,Original,25,6.71,1300,Kids,[],"['Adventure', 'Comedy', 'Fantasy']",[]
2598,Juusenki L-Gaim,54,winter,1984,Original,24,6.74,7457,NG,"['Mecha', 'Space']","['Action', 'Adventure', 'Drama', 'Sci-Fi']",['Sunrise']
2579,Anime 80-nichikan Sekai Isshuu,26,winter,1984,Novel,25,6.82,5909,Kids,"['Anthropomorphic', 'Historical']","['Adventure', 'Romance']",['Nippon Animation']
3162,Makiba no Shoujo Katri,49,winter,1984,Novel,25,6.91,4622,NG,['Historical'],"['Adventure', 'Drama', 'Slice of Life']",['Nippon Animation']
3021,Yume Senshi Wingman,47,winter,1984,Manga,24,6.44,3571,Shounen,"['School', 'Super Power']","['Action', 'Comedy', 'Romance']",['Toei Animation']
6636,Chou Kousoku Galvion,22,winter,1984,Original,23,5.82,2229,NG,"['Detective', 'Mecha']","['Action', 'Sci-Fi']",['Artmic']
8799,Okawari-Boy Starzan-S,34,winter,1984,Original,23,6.05,1133,NG,[],"['Action', 'Adventure', 'Sci-Fi']",['Tatsunoko Production']
5600,Little El Cid no Bouken,26,winter,1984,Original,25,6.22,905,Kids,['Historical'],['Adventure'],['Nippon Animation']
34510,Hei Mao Jing Zhang,5,winter,1984,Original,18,5.51,805,Kids,"['Detective', 'Racing']","['Action', 'Adventure', 'Comedy']",['Shanghai Animation Film Studio']
1426,Lupin III: Part III,50,spring,1984,Manga,24,7.28,23178,Seinen,['Adult Cast'],"['Action', 'Adventure', 'Comedy']",['Tokyo Movie Shinsha']
506,Glass no Kamen,23,spring,1984,Manga,24,7.33,9744,Shoujo,['Performing Arts'],"['Drama', 'Romance']",['Eiken']
4503,Choujikuu Kidan Southern Cross,23,spring,1984,Original,23,6.54,8722,NG,['Mecha'],"['Action', 'Drama', 'Sci-Fi']",['Tatsunoko Production']
3081,Attacker You!,58,spring,1984,Manga,23,6.62,8007,Shoujo,['Team Sports'],"['Romance', 'Sports']",['Knack Productions']
3327,Giant Gorg,26,spring,1984,Original,25,7.14,6896,NG,['Mecha'],"['Action', 'Adventure', 'Sci-Fi']",['Sunrise']
3754,Tongari Boushi no Memole,50,spring,1984,Original,24,6.96,3590,NG,[],['Fantasy'],['Toei Animation']
5250,God Mazinger,23,spring,1984,Manga,24,6.2,3171,NG,"['Mecha', 'Time Travel']","['Action', 'Fantasy']",['TMS Entertainment']
6672,Video Senshi Lezarion,45,spring,1984,,24,6.49,1763,NG,['Mecha'],"['Action', 'Sci-Fi']",['Toei Animation']
3020,Gu-Gu Ganmo,50,spring,1984,Manga,25,6.12,1610,Shounen,['School'],"['Comedy', 'Slice of Life']",['Toei Animation']
3723,Koala Boy Kokki,26,spring,1984,Original,25,6.24,1026,Kids,['Anthropomorphic'],['Comedy'],['Topcraft']
16303,Chikkun Takkun,23,spring,1984,Manga,24,5.88,1019,NG,[],"['Comedy', 'Sci-Fi']",[]
16526,Ranpou,21,spring,1984,Manga,25,N/A,653,NG,"['Parody', 'School']",['Comedy'],['Tsuchida Productions']
10136,Manga Doushite Monogatari,100,spring,1984,,25,6.04,517,Kids,['Educational'],"['Adventure', 'Comedy']",[]
2039,Mahou no Yousei Persia,48,summer,1984,Original,24,6.77,4154,NG,['Mahou Shoujo'],['Comedy'],['Pierrot']
967,Hokuto no Ken,109,fall,1984,Manga,25,7.96,133212,Shounen,"['Gore', 'Martial Arts', 'Super Power']","['Action', 'Drama', 'Sci-Fi']",['Toei Animation']
1972,Meitantei Holmes,26,fall,1984,Novel,25,7.37,13175,NG,"['Anthropomorphic', 'Detective']","['Action', 'Adventure', 'Comedy', 'Mystery']",[]
2361,Sei Juushi Bismarck,51,fall,1984,Original,24,7.25,6189,NG,"['Mecha', 'Space']","['Action', 'Adventure', 'Sci-Fi']",['Pierrot']
5153,Kikou Kai Galient,25,fall,1984,Original,24,6.43,4057,NG,['Mecha'],"['Action', 'Fantasy', 'Sci-Fi']",['Sunrise']
7160,Yoroshiku Mechadock,30,fall,1984,Manga,23,6.53,3140,Shounen,"['Detective', 'Racing']","['Action', 'Comedy', 'Mystery']",['Tatsunoko Production']
2769,Galactic Patrol Lensman,25,fall,1984,Book,25,6.23,2360,NG,[],"['Action', 'Adventure', 'Sci-Fi']",['Madhouse']
3808,Futari Daka,36,fall,1984,Manga,25,5.87,1470,Shounen,['Racing'],[],['Kokusai Eigasha']
8853,Chouriki Robo Galatt,25,fall,1984,,25,6.01,1332,NG,"['Gag Humor', 'Mecha']","['Action', 'Adventure', 'Comedy', 'Sci-Fi']",['Sunrise']
3131,Ashita Tenki ni Naare,47,fall,1984,Manga,22,6.12,1238,Shounen,[],['Sports'],['Tsuchida Productions']
8130,Mighty Orbots,13,fall,1984,Original,23,5.69,965,NG,['Mecha'],"['Adventure', 'Comedy', 'Sci-Fi']",['Tokyo Movie Shinsha']
2226,Mori no Tonto-tachi,23,fall,1984,,25,6.18,896,Kids,[],['Fantasy'],[]
85,Kidou Senshi Zeta Gundam,50,spring,1985,Original,24,7.88,77064,NG,"['Mecha', 'Military', 'Space']","['Action', 'Drama', 'Romance', 'Sci-Fi']",['Sunrise']
1065,Touch,101,spring,1985,Manga,25,7.98,36520,Shounen,"['Love Polygon', 'School', 'Team Sports']","['Drama', 'Romance', 'Sports']",['Group TAC']
2255,Choujuu Kishin Dancougar,38,spring,1985,Original,23,6.61,6021,NG,"['Mecha', 'Space']","['Action', 'Sci-Fi']",[]
3807,Honoo no Alpenrose: Judy &amp; Randy,20,spring,1985,Manga,22,6.74,4099,Shoujo,['Historical'],"['Drama', 'Romance']",['Tatsunoko Production']
4062,Musashi no Ken,72,spring,1985,Manga,24,7.09,3112,Shounen,['Combat Sports'],['Sports'],['Eiken']
3022,Haai Step Jun,45,spring,1985,Manga,24,6.31,1847,NG,['School'],"['Action', 'Romance', 'Sci-Fi']",['Toei Animation']
3434,Hey! Bumboo,130,spring,1985,,10,6.0,1830,Kids,['Racing'],['Adventure'],['Nippon Animation']
2805,Onegai! Samia Don,39,spring,1985,Novel,26,6.91,1553,Kids,[],"['Comedy', 'Fantasy', 'Slice of Life']",['TMS Entertainment']
7981,Obake no Q-tarou (1985),510,spring,1985,,15,6.19,1021,Kids,['School'],"['Comedy', 'Slice of Life', 'Supernatural']",['Shin-Ei Animation']
424,Dirty Pair,24,summer,1985,Light novel,24,7.21,34185,NG,[],"['Adventure', 'Comedy', 'Sci-Fi']",['Sunrise']
2038,Mahou no Star Magical Emi,38,summer,1985,Original,23,6.78,5955,NG,"['Mahou Shoujo', 'Performing Arts']","['Comedy', 'Slice of Life']",['Pierrot']
3079,Aoki Ryuusei SPT Layzner,38,fall,1985,Original,24,6.89,7388,NG,"['Mecha', 'Military', 'Space']",['Sci-Fi'],['Sunrise']
3059,Ninja Senshi Tobikage,43,fall,1985,Original,24,6.94,5472,NG,"['Mecha', 'Space']","['Action', 'Adventure', 'Sci-Fi']",['Pierrot']
714,High School! Kimengumi,86,fall,1985,Manga,25,7.27,4775,Shounen,"['Gag Humor', 'Parody', 'School']","['Comedy', 'Romance']",[]
7307,Gegege no Kitarou (1985),108,fall,1985,Manga,23,6.53,3208,NG,[],"['Comedy', 'Supernatural']",['Toei Animation']
17211,Shouwa Ahozoushi Akanuke Ichiban!,22,fall,1985,Manga,25,6.28,1817,Shoujo,[],['Comedy'],['Tatsunoko Production']
223,Dragon Ball,153,winter,1986,Manga,24,7.97,1051928,Shounen,"['Martial Arts', 'Super Power']","['Action', 'Adventure', 'Comedy', 'Fantasy']",['Toei Animation']
2554,Ai Shoujo Pollyanna Story,51,winter,1986,Novel,25,6.93,6242,NG,['Historical'],"['Drama', 'Slice of Life']",['Nippon Animation']
2223,Maple Town Monogatari,52,winter,1986,Original,24,6.83,3426,NG,['Anthropomorphic'],"['Fantasy', 'Slice of Life']",['Toei Animation']
3317,Uchuusen Sagittarius,77,winter,1986,Picture book,24,6.8,2061,NG,[],"['Adventure', 'Sci-Fi']",['Nippon Animation']
1453,Maison Ikkoku,96,spring,1986,Manga,25,8.19,74453,Seinen,['Adult Cast'],"['Comedy', 'Drama', 'Romance']",['Studio Deen']
86,Kidou Senshi Gundam ZZ,47,spring,1986,Original,24,6.65,44762,NG,"['Mecha', 'Military', 'Space']","['Action', 'Comedy', 'Drama', 'Sci-Fi']",['Sunrise']
589,Ginga Nagareboshi Gin,21,spring,1986,Manga,23,8.02,27846,Shounen,['Anthropomorphic'],"['Action', 'Adventure', 'Drama']",['Toei Animation']
2224,Hikari no Densetsu,19,spring,1986,Manga,24,6.59,6170,Shoujo,['Music'],"['Romance', 'Sports']",['Tatsunoko Production']
3660,Mahou no Idol Pastel Yumi,25,spring,1986,Original,23,6.43,3844,NG,['Mahou Shoujo'],"['Comedy', 'Fantasy']",['Pierrot']
4723,Seishun Anime Zenshuu,32,spring,1986,Other,26,6.54,2577,NG,['Historical'],"['Drama', 'Romance']",['Nippon Animation']
4083,Wonder Beat Scramble,26,spring,1986,Original,22,6.54,1537,NG,['Space'],"['Action', 'Sci-Fi']",['Mushi Production']
3433,Go-Q-Choji Ikkiman,32,spring,1986,Manga,24,6.36,1420,NG,['Team Sports'],"['Sci-Fi', 'Sports']",['Toei Animation']
6731,Ultraman Kids no Kotowaza Monogatari,26,spring,1986,Other,7,5.84,1081,Kids,['Super Power'],['Comedy'],[]
10137,Manga Naruhodo Monogatari,102,spring,1986,,25,N/A,442,Kids,['Educational'],['Adventure'],[]
1254,Saint Seiya,114,fall,1986,Manga,24,7.75,190818,Shounen,['Mythology'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",['Toei Animation']
3053,Ganbare! Kickers,23,fall,1986,Manga,23,6.85,10063,Kids,['Team Sports'],['Sports'],['Pierrot']
2826,Oz no Mahoutsukai (TV),52,fall,1986,Book,25,6.7,3103,Kids,['Isekai'],"['Adventure', 'Fantasy']",['Panmedia']
3460,Bosco Adventure,26,fall,1986,Book,25,6.99,2397,Kids,[],"['Adventure', 'Fantasy']",['Nippon Animation']
27693,Heart Cocktail,78,fall,1986,Manga,3,6.3,2148,Seinen,[],['Romance'],['Meruhensha']
6093,Anmitsu Hime,51,fall,1986,Manga,24,6.56,1986,Shoujo,['Historical'],['Comedy'],['Pierrot']
7575,Oh! Family,26,fall,1986,Manga,23,6.13,1827,Shoujo,[],"['Comedy', 'Drama', 'Romance']",['Knack Productions']
10210,Bug tte Honey,51,fall,1986,Game,25,6.28,1082,NG,[],"['Adventure', 'Comedy']",['Tokyo Movie Shinsha']
6771,Dorimogu Daa!!,49,fall,1986,,25,6.2,894,Kids,[],"['Adventure', 'Fantasy']",[]
2548,Ai no Wakakusa Monogatari,48,winter,1987,Novel,24,7.37,9785,NG,['Historical'],"['Drama', 'Slice of Life']",['Nippon Animation']
865,Kikou Senki Dragonar,48,winter,1987,Original,24,6.7,6496,NG,"['Mecha', 'Space']","['Adventure', 'Sci-Fi']",['Sunrise']
1470,City Hunter,51,spring,1987,Manga,24,7.91,82534,Shounen,['Adult Cast'],"['Action', 'Comedy', 'Mystery']",['Sunrise']
1087,Kimagure Orange☆Road,48,spring,1987,Manga,25,7.52,49465,Shounen,"['School', 'Super Power']","['Comedy', 'Drama', 'Romance']",['Pierrot']
1356,Hokuto no Ken 2,43,spring,1987,Manga,25,7.56,32285,Shounen,"['Gore', 'Martial Arts', 'Super Power']","['Action', 'Drama', 'Sci-Fi']",['Toei Animation']
2688,Akai Koudan Zillion,31,spring,1987,Mixed media,24,6.56,6224,NG,['Military'],"['Action', 'Adventure', 'Sci-Fi']",['Tatsunoko Production']
729,Hiatari Ryoukou!,48,spring,1987,Manga,25,6.98,5821,Shoujo,['School'],"['Comedy', 'Romance', 'Sports']",['Group TAC']
3023,Esper Mami,119,spring,1987,Manga,24,6.44,2764,NG,"['School', 'Super Power']","['Comedy', 'Supernatural', 'Ecchi']",['Shin-Ei Animation']
10250,Ultra B,119,spring,1987,Manga,10,6.15,2048,NG,['Super Power'],['Comedy'],['Shin-Ei Animation']
2815,Geragera Boes Monogatari,52,spring,1987,Other,24,7.0,1856,Kids,[],['Comedy'],['Telescreen']
20117,Kotowaza House,773,spring,1987,,5,5.54,632,NG,[],"['Comedy', 'Slice of Life']",['Eiken']
925,Transformers: The☆Headmasters,35,summer,1987,Other,23,6.4,4474,NG,"['Mecha', 'Space']","['Action', 'Adventure', 'Sci-Fi']",['Toei Animation']
16131,Machine Robo: Butchigiri Battle Hackers,31,summer,1987,,25,6.06,999,NG,['Mecha'],"['Action', 'Sci-Fi']",[]
28019,Slippy Dandy,4,summer,1987,,2,N/A,315,Kids,[],"['Action', 'Mystery']",['Meruhensha']
2227,Lady Lady!!,21,fall,1987,Manga,23,7.44,7207,Shoujo,['Historical'],['Drama'],['Toei Animation']
2333,Anime Sanjuushi,52,fall,1987,Novel,25,7.09,5723,NG,['Historical'],"['Adventure', 'Drama', 'Romance']",['Gallop']
4060,Grimm Meisaku Gekijou,24,fall,1987,Other,24,7.4,5462,Kids,[],"['Adventure', 'Comedy', 'Fantasy']",['Nippon Animation']
3437,Mister Ajikko,99,fall,1987,Manga,24,7.07,5458,Shounen,[],"['Comedy', 'Gourmet']",['Sunrise']
3205,Cream Lemon: Lemon Angel,37,fall,1987,Other,3,5.27,4854,NG,"['Idols (Female)', 'Music']",['Ecchi'],['AIC']
4024,Sanrio Anime Sekai Meisaku Gekijou,13,fall,1987,,24,6.3,2080,Kids,[],"['Adventure', 'Fantasy']",['Toei Animation']
13769,Kamen no Ninja Akakage,23,fall,1987,Manga,23,6.45,1406,Shounen,[],"['Action', 'Fantasy']",['Toei Animation']
3909,Bikkuriman,75,fall,1987,Other,24,5.99,1303,NG,[],"['Comedy', 'Fantasy']",['Toei Animation']
6917,Tsuideni Tonchinkan,43,fall,1987,,25,6.35,1246,Shounen,['Gag Humor'],['Comedy'],[]
11873,Oraa Guzura Dado (1987),44,fall,1987,,30,6.12,981,Kids,[],['Comedy'],['Tatsunoko Production']
16393,Norakuro-kun,50,fall,1987,Manga,25,6.09,778,NG,[],"['Comedy', 'Mystery']",['Pierrot']
10709,Manga Nihon Keizai Nyuumon,25,fall,1987,Manga,25,N/A,688,Seinen,"['Educational', 'Historical']","['Drama', 'Slice of Life']",['Knack Productions']
17088,Agigongryong Doolie,6,fall,1987,,15,6.01,653,Kids,[],['Adventure'],[]
2903,Sakigake!! Otokojuku,34,winter,1988,Manga,24,7.41,14865,Shounen,"['Delinquents', 'Martial Arts', 'School']","['Action', 'Comedy']",['Toei Animation']
9883,Osomatsu-kun (1988),86,winter,1988,Manga,24,6.73,6691,Shounen,['Gag Humor'],['Comedy'],['Pierrot']
2555,Shoukoushi Cedie,43,winter,1988,Novel,24,7.3,5021,NG,['Historical'],"['Drama', 'Slice of Life']",['Nippon Animation']
3259,Lemon Angel (1988),9,winter,1988,,3,5.71,2455,NG,[],['Ecchi'],['AIC']
4427,Tatakae!! Ramenman,35,winter,1988,Manga,23,6.29,1958,Shounen,['Martial Arts'],"['Action', 'Adventure']",['Toei Animation']
1471,City Hunter 2,63,spring,1988,Manga,25,8.07,27733,Shounen,[],"['Action', 'Comedy', 'Mystery']",['Sunrise']
1264,Yoroiden Samurai Troopers,39,spring,1988,Original,23,7.07,19410,NG,['Samurai'],"['Adventure', 'Sci-Fi']",['Sunrise']
6509,Kiteretsu Daihyakka,331,spring,1988,Manga,25,6.86,6553,Kids,[],"['Comedy', 'Drama']",['Gallop']
2405,Hello! Lady Lynn,36,spring,1988,Manga,24,7.51,4629,Shoujo,[],['Drama'],['Toei Animation']
6055,F,31,spring,1988,Manga,25,6.72,4154,Seinen,['Racing'],[],['Studio Deen']
3035,Chouon Senshi Borgman,35,spring,1988,Other,24,6.24,3927,NG,['Mythology'],"['Action', 'Sci-Fi']",['Ashi Productions']
924,Transformers: Choujin Master Force,43,spring,1988,Other,24,6.62,3713,NG,['Mecha'],"['Action', 'Adventure', 'Sci-Fi']",['Toei Animation']
3837,Mashin Eiyuuden Wataru,45,spring,1988,Original,24,6.89,3532,NG,"['Isekai', 'Mecha']","['Action', 'Adventure', 'Comedy', 'Sci-Fi']",['Sunrise']
5830,Tsurupika Hagemaru-kun,59,spring,1988,4-koma manga,24,7.0,3417,Kids,[],['Comedy'],['Shin-Ei Animation']
4584,Topo Gigio,21,spring,1988,,26,6.17,2156,Kids,[],"['Adventure', 'Comedy']",['Nippon Animation']
6067,Moeru! Oniisan,24,spring,1988,Manga,24,6.47,2126,Shounen,[],"['Action', 'Adventure', 'Comedy']",['Pierrot']
2814,Dondon Dommel to Ron,52,spring,1988,Other,25,6.64,1198,Kids,[],['Comedy'],['Telescreen']
12039,What&#039;s Michael? (TV),45,spring,1988,Manga,25,5.95,1021,NG,['Pets'],['Comedy'],['Daume']
19121,Doctor Chichibuyama,2,spring,1988,4-koma manga,29,5.43,879,Seinen,['Parody'],"['Comedy', 'Ecchi']",['Production Reed']
30028,Sekai Meisaku Douwa Series,4,spring,1988,,25,6.22,579,Kids,['Historical'],"['Adventure', 'Fantasy', 'Supernatural']",['Toei Animation']
17086,Agigongryong Doolie (1988),7,spring,1988,,15,5.88,517,Kids,[],[],[]
19965,Ikinari Dagon,12,spring,1988,,25,N/A,443,NG,[],"['Adventure', 'Fantasy']",['Nippon Animation']
17315,Shin Pro Golfer Saru,10,spring,1988,,15,N/A,373,Kids,[],['Sports'],['Shin-Ei Animation']
30027,Meisaku World,41,spring,1988,,25,N/A,292,Kids,['Historical'],"['Adventure', 'Fantasy', 'Supernatural']",[]
4663,Tekken Chinmi,20,summer,1988,Manga,24,7.23,4789,Shounen,"['Historical', 'Martial Arts']","['Action', 'Adventure']",[]
3264,Lemon Angel (1988/II),8,summer,1988,,3,5.65,2057,NG,[],['Ecchi'],['AIC']
17092,Dallyeola Hani,13,summer,1988,Manga,28,6.54,1072,NG,[],['Sports'],['Daewon Media']
1093,Oishinbo,136,fall,1988,Manga,23,6.96,4834,Seinen,[],"['Comedy', 'Gourmet', 'Slice of Life']",['Shin-Ei Animation']
1960,Sore Ike! Anpanman,NG,fall,1988,Picture book,NG,6.53,4448,Kids,[],"['Comedy', 'Fantasy']",['TMS Entertainment']
4061,Shin Grimm Meisaku Gekijou,23,fall,1988,Other,20,7.29,3109,Kids,[],"['Adventure', 'Comedy', 'Fantasy']",['Nippon Animation']
2467,3 Choume no Tama: Uchi no Tama Shirimasen ka?,36,fall,1988,Other,23,6.57,2862,NG,['Pets'],['Adventure'],['Group TAC']
3838,Himitsu no Akko-chan 2,61,fall,1988,,24,6.41,1646,Shoujo,"['Mahou Shoujo', 'School']","['Comedy', 'Fantasy']",['Toei Animation']
5534,Hai! Akko desu,164,fall,1988,Manga,25,6.68,1316,NG,[],"['Romance', 'Slice of Life']",['Eiken']
4616,Yumemiru Topo Gigio,13,fall,1988,,26,6.02,1165,Kids,[],"['Adventure', 'Comedy']",['Nippon Animation']
1638,Peter Pan no Bouken,41,winter,1989,Book,23,6.76,4983,NG,[],"['Adventure', 'Fantasy']",['Nippon Animation']
5908,Chinpui,56,winter,1989,Manga,25,6.35,2144,NG,[],['Comedy'],['Shin-Ei Animation']
20075,Obocchama-kun,164,winter,1989,Manga,25,6.07,1145,NG,['Parody'],['Comedy'],['Shin-Ei Animation']
813,Dragon Ball Z,291,spring,1989,Manga,24,8.18,1238303,Shounen,"['Martial Arts', 'Super Power']","['Action', 'Adventure', 'Comedy', 'Fantasy']",['Toei Animation']
210,Ranma ½,161,spring,1989,Manga,24,7.76,258543,Shounen,"['Magical Sex Shift', 'Martial Arts']","['Action', 'Comedy', 'Fantasy', 'Ecchi']",['Studio Deen']
2113,Tenkuu Senki Shurato,38,spring,1989,Original,24,7.18,11733,NG,[],"['Action', 'Fantasy']",['Tatsunoko Production']
2938,Idol Densetsu Eriko,51,spring,1989,Original,22,6.86,6686,NG,"['Idols (Female)', 'Music']",[],['Ashi Productions']
2813,Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,52,spring,1989,Other,23,7.35,6177,Kids,[],"['Adventure', 'Comedy', 'Drama', 'Fantasy']",['Telescreen']
926,Tatakae! Chou Robot Seimeitai Transformers Victory,38,spring,1989,Other,23,6.64,3594,NG,['Mecha'],"['Action', 'Adventure', 'Sci-Fi']",['Toei Animation']
2818,Madou King Granzort,41,spring,1989,Original,24,7.15,3091,NG,['Mecha'],"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",['Sunrise']
4119,Juushin Liger,43,spring,1989,,25,6.64,2789,NG,['Mecha'],"['Action', 'Sci-Fi']",['Sunrise']
8194,Akuma-kun,42,spring,1989,Manga,25,6.42,2615,NG,[],"['Adventure', 'Fantasy', 'Horror', 'Supernatural']",['Toei Animation']
